YearMonth,PracticeCode,NumberOfPatients
202309,D81015,7475
202309,D81016,12822
202309,D81017,8007
202309,D81018,8516
202309,D81021,12389
202309,D81022,17441
202309,D81023,13834
202309,D81025,10567
202309,D81026,30812
202309,D81027,7870
202309,D81028,12651
202309,D81029,13147
202309,D81030,15358
202309,D81031,19431
202309,D81033,4846
202309,D81034,17156
202309,D81035,9689
202309,D81036,5593
202309,D81037,11072
202309,D81038,7192
202309,D81041,6732
202309,D81042,5815
202309,D81043,58115
202309,D81044,14086
202309,D81045,10100
202309,D81046,19466
202309,D81047,8236
202309,D81049,11293
202309,D81050,16497
202309,D81051,9149
202309,D81052,9512
202309,D81054,22164
202309,D81055,5934
202309,D81056,7497
202309,D81057,21837
202309,D81058,7621
202309,D81059,7358
202309,D81060,7461
202309,D81061,12081
202309,D81062,7728
202309,D81064,6547
202309,D81065,6527
202309,D81066,10008
202309,D81070,11454
202309,D81073,5864
202309,D81078,4084
202309,D81081,4864
202309,D81082,7686
202309,D81084,11533
202309,D81085,7511
202309,D81086,7856
202309,D81602,3712
202309,D81603,7615
202309,D81606,13841
202309,D81607,3449
202309,D81611,13112
202309,D81612,5104
202309,D81615,11243
202309,D81618,3953
202309,D81622,12794
202309,D81625,30730
202309,D81629,5882
202309,D81630,11295
202309,D81631,15177
202309,D81633,11080
202309,D81637,12877
202309,D81645,2876
202309,D82001,14294
202309,D82002,12867
202309,D82003,25055
202309,D82004,12236
202309,D82005,9399
202309,D82006,9085
202309,D82007,25130
202309,D82008,18383
202309,D82009,7458
202309,D82010,5245
202309,D82011,17658
202309,D82012,14091
202309,D82013,8058
202309,D82015,8530
202309,D82016,10152
202309,D82017,11098
202309,D82018,11009
202309,D82019,19804
202309,D82020,11032
202309,D82022,7175
202309,D82023,14322
202309,D82024,8197
202309,D82025,9922
202309,D82026,8719
202309,D82027,7600
202309,D82028,5945
202309,D82029,18626
202309,D82030,9065
202309,D82031,8241
202309,D82032,7949
202309,D82034,18576
202309,D82035,10935
202309,D82036,8947
202309,D82037,11283
202309,D82038,3291
202309,D82039,8673
202309,D82040,12711
202309,D82041,11218
202309,D82042,8754
202309,D82043,6851
202309,D82044,31013
202309,D82045,19396
202309,D82046,4492
202309,D82047,7408
202309,D82048,12101
202309,D82049,3676
202309,D82050,8931
202309,D82051,17344
202309,D82053,5810
202309,D82054,15549
202309,D82056,9729
202309,D82057,7554
202309,D82058,17650
202309,D82059,11907
202309,D82060,4795
202309,D82062,8860
202309,D82063,14401
202309,D82064,22214
202309,D82065,7701
202309,D82066,6657
202309,D82067,14304
202309,D82068,7776
202309,D82070,6461
202309,D82071,14930
202309,D82072,4055
202309,D82073,14035
202309,D82076,8547
202309,D82078,9822
202309,D82079,5534
202309,D82080,8331
202309,D82084,7915
202309,D82085,7389
202309,D82087,6868
202309,D82088,19122
202309,D82096,8416
202309,D82099,17264
202309,D82100,4451
202309,D82104,9571
202309,D82105,7471
202309,D82106,5642
202309,D82600,1856
202309,D82604,3374
202309,D82618,6223
202309,D82621,6299
202309,D82624,7811
202309,D82628,3848
202309,D83001,10599
202309,D83002,15109
202309,D83003,5220
202309,D83004,10531
202309,D83005,14145
202309,D83006,7091
202309,D83007,9198
202309,D83008,17660
202309,D83009,19498
202309,D83010,6364
202309,D83011,12269
202309,D83012,17573
202309,D83013,13097
202309,D83014,8874
202309,D83015,8532
202309,D83016,10752
202309,D83017,13785
202309,D83018,12461
202309,D83019,7617
202309,D83020,8095
202309,D83021,18015
202309,D83022,5402
202309,D83023,12250
202309,D83024,13193
202309,D83026,9610
202309,D83027,12120
202309,D83028,9465
202309,D83029,14013
202309,D83030,6981
202309,D83033,9793
202309,D83034,11673
202309,D83035,10581
202309,D83037,16154
202309,D83038,15373
202309,D83040,10845
202309,D83041,9545
202309,D83043,6249
202309,D83044,22176
202309,D83045,5442
202309,D83046,29297
202309,D83047,15707
202309,D83048,16766
202309,D83049,7041
202309,D83050,29497
202309,D83051,18593
202309,D83053,9405
202309,D83054,6732
202309,D83055,15818
202309,D83056,10339
202309,D83057,14092
202309,D83059,20463
202309,D83060,24034
202309,D83061,9881
202309,D83062,7580
202309,D83064,4701
202309,D83067,7518
202309,D83069,6183
202309,D83070,5269
202309,D83073,6038
202309,D83074,14224
202309,D83075,11561
202309,D83076,5330
202309,D83078,10093
202309,D83079,9302
202309,D83080,6049
202309,D83081,8587
202309,D83084,6761
202309,D83608,6466
202309,D83610,12631
202309,E81001,61
202309,E81002,9902
202309,E81003,20003
202309,E81004,11753
202309,E81005,10901
202309,E81006,9154
202309,E81007,6494
202309,E81008,12638
202309,E81009,12309
202309,E81010,9158
202309,E81012,12707
202309,E81013,16475
202309,E81014,18182
202309,E81015,14265
202309,E81016,6278
202309,E81018,12831
202309,E81019,21271
202309,E81021,13183
202309,E81022,19704
202309,E81024,6178
202309,E81025,7430
202309,E81026,9832
202309,E81027,12782
202309,E81028,15296
202309,E81029,17106
202309,E81030,9915
202309,E81031,5232
202309,E81032,43954
202309,E81033,18968
202309,E81034,7572
202309,E81035,9162
202309,E81036,13454
202309,E81037,37186
202309,E81038,21719
202309,E81040,9260
202309,E81041,13682
202309,E81043,10594
202309,E81044,20070
202309,E81045,9879
202309,E81046,11889
202309,E81047,15707
202309,E81048,10141
202309,E81049,7699
202309,E81050,12542
202309,E81052,8211
202309,E81057,21740
202309,E81060,6298
202309,E81061,7038
202309,E81063,8469
202309,E81064,7267
202309,E81069,5054
202309,E81073,17280
202309,E81074,11767
202309,E81076,4810
202309,E81612,6029
202309,E81615,4020
202309,E81617,5086
202309,E81631,8953
202309,E81632,7920
202309,E81633,4639
202309,E81635,5599
202309,E82001,42770
202309,E82002,10191
202309,E82004,5315
202309,E82005,51446
202309,E82006,7741
202309,E82007,12442
202309,E82008,11429
202309,E82009,14630
202309,E82012,14245
202309,E82013,33954
202309,E82014,20227
202309,E82015,9512
202309,E82017,11994
202309,E82018,14337
202309,E82019,15524
202309,E82020,6627
202309,E82021,6709
202309,E82022,17585
202309,E82023,12215
202309,E82024,15498
202309,E82027,13072
202309,E82031,17204
202309,E82032,15582
202309,E82035,13445
202309,E82037,15479
202309,E82038,20075
202309,E82040,21741
202309,E82041,12066
202309,E82042,9829
202309,E82043,14788
202309,E82044,14042
202309,E82045,19119
202309,E82046,11291
202309,E82049,3469
202309,E82050,5016
202309,E82051,14815
202309,E82053,18003
202309,E82055,13677
202309,E82056,9707
202309,E82058,15298
202309,E82059,10416
202309,E82060,22893
202309,E82061,13697
202309,E82062,15907
202309,E82063,12616
202309,E82064,7224
202309,E82066,3652
202309,E82067,16632
202309,E82068,12291
202309,E82069,8208
202309,E82070,3190
202309,E82071,16841
202309,E82073,46302
202309,E82074,22948
202309,E82075,12756
202309,E82077,12837
202309,E82078,9820
202309,E82079,8843
202309,E82081,13057
202309,E82082,11681
202309,E82083,10296
202309,E82084,14604
202309,E82085,19180
202309,E82086,23057
202309,E82088,10096
202309,E82090,10430
202309,E82091,18324
202309,E82092,15673
202309,E82093,13093
202309,E82094,12167
202309,E82096,10842
202309,E82098,7718
202309,E82099,12870
202309,E82100,13245
202309,E82102,19068
202309,E82104,6284
202309,E82105,4813
202309,E82106,10712
202309,E82107,9882
202309,E82111,5032
202309,E82113,7130
202309,E82115,10569
202309,E82117,13259
202309,E82121,4991
202309,E82123,9874
202309,E82124,32042
202309,E82129,15149
202309,E82132,5878
202309,E82133,7650
202309,E82626,2990
202309,E82638,6640
202309,E82640,7133
202309,E82643,2643
202309,E82652,3159
202309,E82654,8932
202309,E82655,3941
202309,E82657,6136
202309,E82661,8129
202309,E83003,9462
202309,E83005,6456
202309,E83006,7132
202309,E83007,5471
202309,E83008,8729
202309,E83009,12395
202309,E83010,11799
202309,E83011,11107
202309,E83012,9347
202309,E83013,5877
202309,E83016,21375
202309,E83017,17646
202309,E83018,17524
202309,E83020,11862
202309,E83021,12376
202309,E83024,11437
202309,E83025,8290
202309,E83026,4424
202309,E83027,9036
202309,E83028,6471
202309,E83030,6310
202309,E83031,5590
202309,E83032,17672
202309,E83034,5105
202309,E83035,18976
202309,E83038,9166
202309,E83039,5813
202309,E83041,4505
202309,E83044,9768
202309,E83045,9743
202309,E83046,8693
202309,E83049,8784
202309,E83050,7547
202309,E83053,14622
202309,E83600,6901
202309,E83613,11250
202309,E83621,8890
202309,E83622,8991
202309,E83637,11288
202309,E83638,4998
202309,E83639,6190
202309,E83649,4140
202309,E83653,11039
202309,E83657,673
202309,E83668,4158
202309,E84002,7453
202309,E84003,13418
202309,E84004,8028
202309,E84005,7608
202309,E84006,17159
202309,E84007,5677
202309,E84008,10587
202309,E84009,12317
202309,E84011,1606
202309,E84012,8498
202309,E84013,8497
202309,E84014,9406
202309,E84015,15611
202309,E84017,8109
202309,E84018,7837
202309,E84020,6571
202309,E84021,14462
202309,E84022,7302
202309,E84024,19411
202309,E84025,19583
202309,E84028,6623
202309,E84030,4291
202309,E84031,9358
202309,E84032,7835
202309,E84033,7514
202309,E84036,9724
202309,E84039,17246
202309,E84040,4704
202309,E84042,6986
202309,E84044,11344
202309,E84048,7882
202309,E84049,6726
202309,E84051,6331
202309,E84053,3560
202309,E84057,13169
202309,E84058,27501
202309,E84059,4677
202309,E84061,11550
202309,E84062,5242
202309,E84063,8198
202309,E84066,70319
202309,E84067,9823
202309,E84068,15279
202309,E84069,17991
202309,E84070,5515
202309,E84074,11688
202309,E84075,11837
202309,E84076,6745
202309,E84078,4680
202309,E84080,8863
202309,E84083,5991
202309,E84086,7207
202309,E84601,8129
202309,E84617,6222
202309,E84620,6670
202309,E84626,4284
202309,E84635,5610
202309,E84637,4639
202309,E84638,5912
202309,E84645,9083
202309,E84646,7885
202309,E84647,3575
202309,E84653,3182
202309,E84656,6084
202309,E84658,5147
202309,E84663,7750
202309,E84665,9087
202309,E84674,5348
202309,E84676,3607
202309,E84678,4663
202309,E84680,5344
202309,E84681,4464
202309,E84684,4506
202309,E84685,8195
202309,E84693,8643
202309,E84699,3948
202309,E84701,5184
202309,E84702,10180
202309,E84704,2449
202309,E84709,16780
202309,E85001,8542
202309,E85003,18954
202309,E85004,7384
202309,E85005,4937
202309,E85006,4952
202309,E85007,12998
202309,E85008,6691
202309,E85012,5252
202309,E85013,5395
202309,E85014,8730
202309,E85015,9069
202309,E85016,10453
202309,E85019,8864
202309,E85020,15862
202309,E85021,6881
202309,E85023,2628
202309,E85024,5207
202309,E85025,12242
202309,E85026,15502
202309,E85028,9399
202309,E85029,13520
202309,E85030,7063
202309,E85032,4628
202309,E85033,11758
202309,E85034,5735
202309,E85035,6783
202309,E85038,5518
202309,E85040,8761
202309,E85041,6119
202309,E85042,6847
202309,E85045,3495
202309,E85046,5960
202309,E85048,7911
202309,E85049,8429
202309,E85050,7849
202309,E85051,5316
202309,E85052,7481
202309,E85053,3359
202309,E85054,11206
202309,E85055,11365
202309,E85056,7866
202309,E85057,10314
202309,E85058,7490
202309,E85059,8434
202309,E85060,6308
202309,E85061,6065
202309,E85062,14984
202309,E85064,5672
202309,E85066,3831
202309,E85069,5198
202309,E85071,1718
202309,E85074,5377
202309,E85075,4573
202309,E85077,3807
202309,E85083,6651
202309,E85088,6076
202309,E85090,5368
202309,E85091,3019
202309,E85096,5934
202309,E85098,6144
202309,E85099,5769
202309,E85103,3353
202309,E85107,7241
202309,E85108,4962
202309,E85109,4327
202309,E85111,5350
202309,E85112,7511
202309,E85113,7436
202309,E85114,7655
202309,E85115,4070
202309,E85116,6064
202309,E85118,6569
202309,E85119,13417
202309,E85120,8286
202309,E85121,13833
202309,E85122,14661
202309,E85123,9389
202309,E85124,104278
202309,E85125,5223
202309,E85126,11069
202309,E85127,9187
202309,E85128,12387
202309,E85129,5991
202309,E85130,4609
202309,E85600,5889
202309,E85605,8701
202309,E85617,3166
202309,E85623,2700
202309,E85624,6986
202309,E85625,4635
202309,E85628,9625
202309,E85633,9538
202309,E85635,5510
202309,E85636,13416
202309,E85640,3455
202309,E85643,6199
202309,E85649,4656
202309,E85656,4959
202309,E85657,11526
202309,E85658,3789
202309,E85659,2256
202309,E85663,10848
202309,E85677,6710
202309,E85680,10808
202309,E85681,9864
202309,E85682,6241
202309,E85683,4099
202309,E85685,10837
202309,E85687,3707
202309,E85692,8084
202309,E85693,8877
202309,E85694,5892
202309,E85696,9057
202309,E85697,6215
202309,E85699,6531
202309,E85707,6106
202309,E85708,7847
202309,E85712,10572
202309,E85713,5930
202309,E85715,7703
202309,E85716,15290
202309,E85718,4818
202309,E85719,11460
202309,E85721,2150
202309,E85725,7223
202309,E85726,2886
202309,E85734,6003
202309,E85735,5891
202309,E85736,6673
202309,E85739,9615
202309,E85743,3214
202309,E85744,10431
202309,E85745,7523
202309,E85746,4014
202309,E85748,6290
202309,E85750,7595
202309,E86001,11521
202309,E86004,11164
202309,E86005,6974
202309,E86006,8483
202309,E86007,9263
202309,E86009,9046
202309,E86010,15686
202309,E86011,6046
202309,E86012,11386
202309,E86014,6354
202309,E86015,16273
202309,E86016,6275
202309,E86017,19229
202309,E86018,8279
202309,E86019,6896
202309,E86020,5414
202309,E86022,6111
202309,E86024,4524
202309,E86026,8338
202309,E86027,7210
202309,E86028,8486
202309,E86029,10900
202309,E86030,12008
202309,E86033,6224
202309,E86034,2750
202309,E86036,8433
202309,E86038,7056
202309,E86041,5528
202309,E86042,7421
202309,E86605,2571
202309,E86609,7528
202309,E86610,3302
202309,E86612,5013
202309,E86615,2634
202309,E86618,7399
202309,E86619,3345
202309,E86620,5565
202309,E86625,3146
202309,E86626,6238
202309,E86629,3661
202309,E86632,6107
202309,E86637,5961
202309,E86640,5254
202309,E87002,18078
202309,E87003,5035
202309,E87004,9571
202309,E87005,8852
202309,E87006,4459
202309,E87007,26
202309,E87008,10662
202309,E87009,3988
202309,E87010,6249
202309,E87011,7493
202309,E87013,16661
202309,E87016,12439
202309,E87021,4717
202309,E87024,5435
202309,E87026,2582
202309,E87029,9399
202309,E87034,14187
202309,E87037,11731
202309,E87038,4688
202309,E87043,6861
202309,E87045,4608
202309,E87046,13285
202309,E87047,6627
202309,E87048,3807
202309,E87052,3591
202309,E87061,15077
202309,E87063,15239
202309,E87065,3549
202309,E87066,7493
202309,E87067,10917
202309,E87069,3080
202309,E87070,7740
202309,E87609,20719
202309,E87637,19969
202309,E87648,3794
202309,E87663,3379
202309,E87665,6549
202309,E87677,19056
202309,E87681,15250
202309,E87691,196
202309,E87694,254
202309,E87701,8695
202309,E87702,3235
202309,E87706,4312
202309,E87711,282
202309,E87714,6657
202309,E87715,8155
202309,E87720,9200
202309,E87722,6999
202309,E87733,5187
202309,E87737,10130
202309,E87738,16047
202309,E87739,9045
202309,E87740,2296
202309,E87741,3778
202309,E87742,3019
202309,E87745,9515
202309,E87746,4626
202309,E87750,4183
202309,E87751,2063
202309,E87753,11952
202309,E87754,6645
202309,E87755,3408
202309,E87756,3841
202309,E87762,8634
202309,E87768,22704
202309,E87772,343
202309,F81001,12771
202309,F81003,6101
202309,F81004,9465
202309,F81006,5599
202309,F81007,20675
202309,F81009,10995
202309,F81010,12327
202309,F81011,7628
202309,F81012,7564
202309,F81013,12157
202309,F81014,11942
202309,F81015,12870
202309,F81017,8401
202309,F81019,17424
202309,F81020,7766
202309,F81021,11017
202309,F81022,16548
202309,F81023,13170
202309,F81025,9829
202309,F81026,8084
202309,F81027,20820
202309,F81028,8992
202309,F81029,8085
202309,F81030,16529
202309,F81031,7891
202309,F81032,3419
202309,F81034,9358
202309,F81036,18330
202309,F81037,8434
202309,F81038,13447
202309,F81040,4638
202309,F81041,13478
202309,F81042,38298
202309,F81043,18845
202309,F81044,7544
202309,F81045,3789
202309,F81046,4694
202309,F81047,11276
202309,F81048,10413
202309,F81049,12634
202309,F81051,7728
202309,F81052,14806
202309,F81053,12317
202309,F81055,13114
202309,F81056,10932
202309,F81057,14557
202309,F81060,4957
202309,F81061,7388
202309,F81062,8993
202309,F81065,4305
202309,F81066,6133
202309,F81067,15453
202309,F81068,16324
202309,F81069,7895
202309,F81071,14023
202309,F81072,7766
202309,F81075,12716
202309,F81076,4477
202309,F81078,11633
